,Year,Region,Forests,Forest Area,Groves,Grasslands,Reeds - Swamps,Agricultural Areas,Crop Residues,Landfills,Total Burned Acres
46,2000,Florina,52.2,1650.6999999999998,0,8968,12,366.2,8328.000000000002,1.6,19378.7
47,2000,Phocis,577.8000000000001,475.6,0.5,1205.0,1,3133.8999999999996,21.1,6.599999999999998,5421.5
48,2000,Halkidiki,362.9,427.3,0,189.29999999999998,26.200000000000003,91.1,679.1000000000003,4.4,1780.3000000000002
49,2000,Chania,88.7,612.1,1,541.9,24.4,224.1,14.4,17.6,1524.2
50,2000,Chios,10500,2217,0,9834,7,5016.9,500,1,28075.9
51,2001,Aetolia-Acarnania,141.4,1799.8000000000002,5,412.5,343.2000000000001,1084.3000000000002,344.3000000000001,201.89999999999975,4332.400000000001
52,2001,Argolis,1.2,972.9000000000003,0,147.49999999999986,103.0,431.6000000000002,221.4,39.50000000000003,1917.1000000000004
53,2001,Arcadia,527.2,4368.7,10.1,644.9000000000002,28.3,458.9,386.4000000000001,21.000000000000004,6445.5
54,2001,Arta,0.7,110.89999999999999,0,371.20000000000005,237.49999999999997,224.49999999999994,24.700000000000003,11.199999999999996,980.7
55,2001,Attica,924.3000000000002,1786.8999999999994,52,1507.4999999999998,67.6,419.4000000000001,216.79999999999998,18.6,4993.100000000001
56,2001,Achaea,99.99999999999997,1237.7,2.2,218.49999999999997,520.1000000000001,875.8000000000002,247.29999999999993,75.00000000000003,3276.6
57,2001,Boeotia,130.89999999999998,9294.900000000001,6.5,10136.4,132.6,561.4,673.3000000000002,64.2,21000.2
58,2001,Grevena,6539.999999999999,2998.4999999999995,3,370.0,53.800000000000004,440.6,8823.800000000001,185.10000000000002,19414.799999999996
59,2001,Drama,58.900000000000006,469.20000000000005,2.2,181.19999999999996,14.1,173.1,2112.2000000000003,233.49999999999983,3244.4000000000005
60,2001,Dodecanese,7.5,1.5,0,120.6,28.6,23.9,8.5,0,190.6
61,2001,Evros,2366.0999999999995,2524.7999999999997,160,4981.400000000001,216.0,2712.7,68788.8,66.19999999999999,81816.0
62,2001,Euboea,1790.3999999999996,10050.1,0.1,1444.2999999999995,112.59999999999998,9691.900000000005,378.9000000000001,157.7,23626.000000000007
63,2001,Eurytania,77.69999999999999,2.1,0,39.4,0,2,0,0,121.19999999999999
64,2001,Zakynthos,662.1,1428.8999999999996,0,12.699999999999996,37.2,272.99999999999994,8.9,114.09999999999998,2536.899999999999
65,2001,Elis,122.79999999999994,766.9000000000004,0,266.79999999999995,779.7000000000005,746.9000000000003,954.4000000000002,41.60000000000004,3679.1000000000013
66,2001,Imathia,117.80000000000001,74.7,0,262.4,326.9,138.2,293.9,84.4,1298.3000000000002
67,2001,Heraklion,4.1,84.1,0,767.2000000000004,30.8,184.29999999999993,43.6,38.200000000000024,1152.3000000000002
68,2001,Thesprotia,144,109.6,0,262.19999999999993,101.5,129.79999999999995,41.1,6.399999999999998,794.5999999999999
69,2001,Thessaloniki,121.69999999999997,265.7,13.299999999999999,927.0000000000001,744.0,1050.6,3077.1999999999985,192.79999999999993,6392.299999999998
70,2001,Ioannina,849.2,855.9000000000003,71.5,559.7000000000002,270.09999999999997,312.29999999999995,129.9,475.5000000000001,3524.100000000001
71,2001,Kavala,83.89999999999999,2617.599999999998,2.1,156.69999999999996,190.2,234.19999999999993,624.3000000000001,45.30000000000001,3954.299999999998
72,2001,Karditsa,22.300000000000004,619.8,1,3324.6999999999994,166.2,1856.9999999999998,2594.8,18.5,8604.3
73,2001,Kastoria,488.0,991.9000000000001,1.2999999999999998,816.3000000000001,46.5,587.9000000000001,5016.6,12.0,7960.5
74,2001,Corfu,5,570.0,0,370.8000000000003,9.9,306.1,2.8000000000000003,3.2,1267.8000000000002
75,2001,Cephalonia,61.1,1394.3000000000002,0,21942.600000000002,1088.8,1174.0000000000002,143.5,604.9,26409.200000000004
76,2001,Kilkis,86.0,165.79999999999998,9.299999999999999,2874.8999999999996,305.79999999999995,1074.3999999999999,14659.700000000003,101.6,19277.5
77,2001,Kozani,463.0,1078.1,9,7710.500000000002,74.5,1375.5,24293.3,86.2,35090.1
78,2001,Corinthia,247.19999999999996,186.5,0,65.5,20.1,359.8999999999999,95.3,50.100000000000044,1024.6
79,2001,Cyclades,0,70,0,3022.9,28.6,346.40000000000003,22.8,3.2,3493.9
80,2001,Laconia,38.2,10095.900000000001,0,2121.6,277.1,1171.2,29.2,15.1,13748.300000000005
81,2001,Larissa,1370.3,3420.9,4.0,4214.999999999999,532.2,3289.899999999999,15917.900000000003,96.49999999999999,28846.700000000004
82,2001,Lasithi,11,24.0,0,233.79999999999998,3.5,36.60000000000001,2.4,77.19999999999997,388.49999999999994
83,2001,Lesbos,14.2,28.6,0.5,1212.8999999999999,36.8,97.3,47.3,27.099999999999998,1464.6999999999996
84,2001,Lefkada,0,259.79999999999995,0,176.1,315.0000000000002,266.2000000000001,51.00000000000001,18.0,1086.1000000000004
85,2001,Magnesia,1,888.8,0,186.8,44.2,750.6,1155.5,104.89999999999999,3131.8
86,2001,Messenia,28,529.9000000000001,0.5,22.799999999999997,221.99999999999991,592.5000000000003,58.80000000000001,17.0,1471.5000000000002
87,2001,Xanthi,126.8,127.5,0.7,1033.1,108.3,289.1,3345.0,256.0999999999999,5286.6
88,2001,Pella,250,971.1,7.1,826.9000000000001,379.89999999999986,512.7,660.9,73.49999999999999,3682.1
89,2001,Pieria,8.1,135.79999999999998,1.3,326.5,92.80000000000001,345.5000000000001,869.2,31.5,1810.7000000000003
90,2001,Preveza,27.1,223.60000000000002,0,139.2,179.59999999999997,280.4,87.79999999999998,9.2,946.9
91,2001,Rethymno,234.2,198.0,0,339.8,11.1,279.09999999999997,25.7,10.7,1098.6000000000001
92,2001,Rhodope,322.4,13335.3,2.5,655.8,101.4,613.5,7964.099999999999,121.1,23116.099999999995
93,2001,Samos,2000.1,742.9000000000001,0,21.4,1,1012.3000000000008,0.5,9.699999999999998,3787.9000000000005
94,2001,Serres,17.7,629.9,6.5,2297.5,331.9,673.7,3362.3999999999996,170.69999999999996,7490.299999999999
95,2001,Trikala,99.7,482.4000000000001,9.899999999999999,1351.1,123.89999999999999,358.8,1791.6999999999998,26.100000000000005,4243.6
96,2001,Phthiotis,203.4,1861.5,0.30000000000000004,2807.099999999999,534.0000000000001,666.9000000000001,6563.200000000001,1146.9999999999993,13783.4
97,2001,Florina,1860.7,838,0,634.5,278.1,441.6,4251.9,5,8309.8
98,2001,Phocis,57.8,120.9,0,82.0,100.1,83.19999999999996,609.3000000000001,43.500000000000014,1096.8
99,2001,Halkidiki,2320.5999999999995,538.3000000000004,0.5,119.39999999999999,52.4,506.90000000000003,545.3,41.400000000000006,4124.799999999999
100,2001,Chania,43.7,454.8,2,266.5,59.1,171.79999999999998,30.500000000000004,10.799999999999999,1039.2
101,2001,Chios,36,240.5,0,138.9,1.1,54.9,0,10,481.4
102,2002,Aetolia-Acarnania,1.3,492.6000000000001,0,139.29999999999976,232.49999999999994,148.49999999999997,28.900000000000006,63.30000000000005,1106.3999999999999
103,2002,Argolis,6.799999999999999,234.6,0,29.000000000000004,103.49999999999999,530.7000000000003,55.60000000000002,52.30000000000002,1012.5000000000005
104,2002,Arcadia,18.600000000000005,493.70000000000016,0.3,208.10000000000002,15,520.7,138.49999999999997,17.5,1412.4
105,2002,Arta,0.30000000000000004,60.7,0,21.8,31.500000000000004,137.1,54.70000000000001,5.699999999999999,311.79999999999995
106,2002,Attica,196.5,1535.6000000000001,1,324.20000000000005,24.5,367.20000000000005,35.0,18.100000000000005,2502.1
107,2002,Achaea,70.30000000000001,307.19999999999993,0.7999999999999999,234.70000000000005,85.3,445.1000000000002,55.500000000000036,105.99999999999972,1304.8999999999999
108,2002,Boeotia,88.7,190.69999999999993,0,42.30000000000001,37.7,198.89999999999998,204.39999999999998,6.799999999999998,769.4999999999999
109,2002,Grevena,2.7000000000000006,135.39999999999998,0,28.1,4,6,4.1,22.7,202.99999999999994
110,2002,Drama,0.2,206.0,16.8,648.6,135.40000000000003,8.1,191.99999999999997,14.299999999999997,1221.3999999999999
111,2002,Dodecanese,1.7000000000000002,86.5,1,892.1000000000001,22.9,94.6,19.5,0.7999999999999999,1119.1000000000001
112,2002,Evros,29.8,122.3,2.1,200.29999999999998,57.6,272.0,433.8,5.599999999999999,1123.5
113,2002,Euboea,101.89999999999996,581.9000000000002,10.2,458.60000000000014,9,864.5000000000002,30.700000000000006,7.199999999999999,2064.0000000000005
114,2002,Eurytania,19.199999999999996,8.1,0,60.1,0,22.5,8,0,117.9
115,2002,Zakynthos,11.1,417.59999999999997,0,0.4,105.29999999999998,21.300000000000004,2.0000000000000004,1.3000000000000003,558.9999999999999
116,2002,Elis,99.19999999999996,538.1999999999999,1.1,180.7,292.4,238.5999999999999,113.0,30.70000000000001,1493.8999999999999
117,2002,Imathia,67.29999999999998,12.1,2,121.69999999999999,572.5,201.6,34.6,43.1,1054.8999999999999
118,2002,Heraklion,6.0,21.8,0,574.3000000000001,15.799999999999999,89.79999999999998,11.2,30.600000000000005,749.5
119,2002,Thesprotia,40.1,55.00000000000001,0,69.3,7.699999999999999,27.900000000000006,7.8999999999999995,1.1,209.0
120,2002,Thessaloniki,31.900000000000002,93.5,0.2,640.5,906.7,312.0,804.0999999999999,541.3000000000001,3330.2000000000003
121,2002,Ioannina,929.2,1228.0999999999995,0.2,492.50000000000017,581.7,7.3999999999999995,128.59999999999997,67.30000000000001,3434.999999999999
122,2002,Kavala,88.0,70.9,2.4000000000000004,125.49999999999999,253.69999999999996,70.60000000000001,34.500000000000014,18.400000000000002,664.0
123,2002,Karditsa,2,96.5,0,394.30000000000007,101.5,106.5,210.70000000000005,16.800000000000004,928.3000000000001
124,2002,Kastoria,92.1,200.0,0,179.5,30.5,23.3,212.5,0.1,738.0
125,2002,Corfu,0,155.4,0,38.70000000000002,38.6,81.49999999999993,1.8,0.6,316.59999999999997
126,2002,Cephalonia,0,228.79999999999998,0,163.1,3.0000000000000004,219.39999999999998,2.8000000000000003,6.1,623.1999999999999
127,2002,Kilkis,0,32,1.7,523.3000000000001,128.60000000000002,191.6,781.1999999999999,69.69999999999999,1728.1000000000001
128,2002,Kozani,10,49.400000000000006,0,291.8,85,508.1,7173.400000000002,105.1,8222.800000000003
129,2002,Corinthia,45.10000000000001,297.1,0.7,31.700000000000006,8.6,167.29999999999998,11.7,91.49999999999997,653.7
130,2002,Cyclades,0,2000.5,0,596.0,22,123.6,88.1,1.5,2831.7
131,2002,Laconia,137.2,2458.7999999999997,0.30000000000000004,65.9,33.3,2882.1999999999994,13.399999999999999,3.4000000000000004,5594.499999999998
132,2002,Larissa,9.7,494.40000000000003,4.1,579.8,405.9,1426.9,12743.700000000004,363.2,16027.700000000004
133,2002,Lasithi,27.200000000000003,602.1,0,2596.8999999999996,0.4,43.0,8.6,6.4,3284.6
134,2002,Lesbos,92.0,139.2,0,330.6,5.5,169.2,11.1,7.599999999999999,755.2
135,2002,Lefkada,0,5,1,35.3,1.1,319.1,20.600000000000005,8.200000000000001,390.3
136,2002,Magnesia,3,369.0000000000001,1,199.8,18.6,589.8000000000001,1201.7999999999997,10.299999999999999,2393.3
137,2002,Messenia,0.1,286.99999999999994,1.1,50.00000000000001,199.59999999999994,187.7999999999999,58.70000000000003,36.90000000000001,821.1999999999999
138,2002,Xanthi,0,19.400000000000002,2,21.199999999999996,52,27.5,76.5,35.50000000000001,234.1
139,2002,Pella,4,68.6,0.1,126.19999999999999,128.40000000000003,229.0,188.0,27.799999999999997,772.0999999999999
140,2002,Pieria,2.6,30.700000000000003,0.1,264.70000000000005,113.2,60.2,59.8,18.400000000000002,549.6999999999999
141,2002,Preveza,2.1,90.39999999999999,1,123.59999999999998,7.6,82.7,7.8999999999999995,3.6,318.9
142,2002,Rethymno,8.1,59.7,1,400.0,11.5,108.09999999999997,0.7999999999999999,10.499999999999998,599.6999999999999
143,2002,Rhodope,5.1,2.0,0.1,55.800000000000004,7.5,90,119.7,13.0,293.2
144,2002,Samos,25,62.2,0,2.7,3,26.900000000000006,0.1,2.3000000000000003,122.2
145,2002,Serres,0.5,15.399999999999999,2.0999999999999996,315.29999999999995,206.09999999999997,103.8,395.5,65.1,1103.7999999999997
146,2002,Trikala,3.1,90.5,0.2,201.1,10.5,111.10000000000001,104.89999999999999,1.2000000000000002,522.6
147,2002,Phthiotis,78.60000000000001,591.6,0,218.0,228.29999999999998,170.6,285.70000000000005,43.900000000000006,1616.7
148,2002,Florina,0.1,6.5,0,143.6,5,13,135.0,15,318.2
149,2002,Phocis,508.1,85.2,0,210.49999999999997,0.7,100.4,59.800000000000004,16.299999999999997,981.0
150,2002,Halkidiki,16.0,18.0,0.1,19.1,51.4,58.400000000000006,160.29999999999993,10.399999999999997,333.69999999999993
151,2002,Chania,65.5,873.3000000000001,0.5,252.29999999999998,6.4,1085.3000000000004,7.3999999999999995,33.900000000000006,2324.600000000001
152,2002,Chios,4,445,0,71,8,130.5,0,0,658.5
153,2003,Aetolia-Acarnania,53.9,831.9000000000004,2.3,33.30000000000001,116.79999999999998,229.39999999999995,58.90000000000002,61.10000000000002,1387.6000000000004
154,2003,Argolis,21.700000000000003,2380.4999999999995,0,154.5,50.1,451.9,56.6,54.30000000000002,3169.5999999999995
155,2003,Arcadia,212.4,1180.9999999999998,0.30000000000000004,335.0,0.4,258.99999999999994,43.600000000000016,13.099999999999996,2044.7999999999997
156,2003,Arta,18.900000000000002,72.69999999999997,0,49.400000000000006,50.90000000000001,161.39999999999998,10.799999999999995,4.499999999999999,368.59999999999997
157,2003,Attica,911.6000000000003,1498.2,0.1,1011.5000000000003,0.4,532.6,34.300000000000004,19.4,4008.100000000001
158,2003,Achaea,117.9,419.6,6.7,465.69999999999993,133.79999999999995,593.1000000000005,127.3999999999999,57.300000000000075,1921.5000000000002
159,2003,Boeotia,32.1,1067.7,0.8,159.5,97.5,671.4000000000001,208.89999999999998,117.89999999999999,2355.8
160,2003,Grevena,39.800000000000004,18.400000000000006,0,12.0,0,5,189.09999999999997,4.3,268.59999999999997
161,2003,Drama,140.1,259.5,0.1,391.40000000000003,19.799999999999997,60.0,101.6,11.4,983.9000000000001
162,2003,Dodecanese,53.6,44.4,0.5,498.0,14.5,74.9,31.4,5.2,722.5
163,2003,Evros,365.6,25.799999999999997,0.5,1267.0,106.19999999999999,39.400000000000006,2840.5999999999995,53.2,4698.299999999999
164,2003,Euboea,168.19999999999996,1565.9999999999993,0,632.1,19.799999999999997,710.2000000000002,186.1,22.000000000000004,3304.3999999999996
165,2003,Eurytania,1012.9000000000001,1.0999999999999999,0,30,0,33.5,0,0,1077.5
166,2003,Zakynthos,452.1,469.5,0,15.899999999999997,5.199999999999999,55.50000000000001,0.2,0,998.4000000000001
167,2003,Elis,228.29999999999995,1925.1999999999998,0,49.99999999999999,275.29999999999995,1204.6999999999998,148.3,18.999999999999996,3850.8
168,2003,Imathia,2,7.1,0,24.599999999999994,14.5,53.0,20.3,13.799999999999999,135.29999999999998
169,2003,Heraklion,0,4.5,1,1031.0000000000005,12.1,395.30000000000007,7.199999999999998,7.499999999999997,1458.6000000000006
170,2003,Thesprotia,10.1,1466.2999999999997,0,162.0,3.4,20.800000000000004,6.399999999999999,2.5999999999999996,1671.5999999999997
171,2003,Thessaloniki,5.4,46.6,7.1,335.2,36.6,229.6,332.00000000000006,2.4,994.9
172,2003,Ioannina,27.400000000000002,307.90000000000003,0,247.29999999999995,9.3,10.5,29.6,5.0,636.9999999999999
173,2003,Kavala,0.1,363.7000000000001,0,105.99999999999999,46.6,174.69999999999996,488.7000000000001,36.599999999999994,1216.4
174,2003,Karditsa,2.5,59.300000000000004,0,872.6000000000001,64.4,234.10000000000002,735.0000000000001,28.200000000000006,1996.1000000000001
175,2003,Kastoria,2.4,60.0,0.5,187.20000000000002,5,31.5,154.5,2.5,443.6
176,2003,Corfu,24.2,508.70000000000005,0.2,211.89999999999995,44.300000000000004,136.09999999999994,2.900000000000001,4.5,932.8
177,2003,Cephalonia,0.1,652.1000000000003,0,907.1000000000007,5.699999999999999,285.5,21.700000000000014,2.9000000000000004,1875.1000000000013
178,2003,Kilkis,11,27.8,1.1,502.90000000000026,70.9,60.30000000000001,623.5000000000001,28.2,1325.7000000000005
179,2003,Kozani,20,2.1,4,738.4000000000001,5,21.5,663.3,6.299999999999999,1460.6000000000001
180,2003,Corinthia,57.50000000000001,172.19999999999996,0,19.1,11.599999999999998,322.9000000000002,35.7,73.10000000000001,692.1000000000003
181,2003,Cyclades,0,249,0,2014.1,6.4,391.19999999999993,315.4,21.4,2997.5
182,2003,Laconia,121.0,155.6,0,22.6,35.6,236.09999999999997,7.899999999999999,7.7,586.5000000000001
183,2003,Larissa,5.699999999999999,166.79999999999998,0,2185.5,48.6,1265.9,3376.6999999999985,10.899999999999997,7060.0999999999985
184,2003,Lasithi,1.5,135.0,0,148.8,1.6,154.0,105.09999999999997,1.5,547.5
185,2003,Lesbos,39,9.0,0.3,2222.8999999999996,82.09999999999998,99.89999999999999,14.7,31.40000000000001,2499.2999999999997
186,2003,Lefkada,0,75.0,0.5,108.99999999999997,3,167.29999999999995,20.8,10.499999999999998,386.09999999999997
187,2003,Magnesia,8.2,24.5,0,54.1,26.5,91.30000000000001,1249.8999999999999,58.300000000000004,1512.8
188,2003,Messenia,86.0,983.3000000000003,0.9000000000000001,45.3,129.0,336.90000000000003,28.100000000000012,21.000000000000004,1630.5000000000002
189,2003,Xanthi,70.2,354.5,0,357.4,4.0,280.8,205.99999999999997,28.000000000000007,1300.8999999999999
190,2003,Pella,31.6,6,0,69.4,93.0,59.300000000000004,93.2,24.700000000000003,377.2
191,2003,Pieria,0.6,37.1,0,124.3,42.2,49.6,65.19999999999999,8.7,327.7
192,2003,Preveza,120.2,300.90000000000003,0.1,304.0000000000001,68.4,85.6,7.999999999999999,3.0000000000000004,890.2000000000002
193,2003,Rethymno,45.7,146.6,10,4163.0,2.0,598.8000000000003,99.3,5.1,5070.500000000001
194,2003,Rhodope,4,1.2,0,59.40000000000001,4.300000000000001,14.799999999999999,208.49999999999997,13.399999999999999,305.59999999999997
195,2003,Samos,3.5,615.2000000000002,0,83.8,8.2,237.29999999999993,0.8999999999999999,1.6,950.5000000000001
196,2003,Serres,5,5.6,1.1,275.49999999999994,32.7,83.0,205.69999999999996,14.899999999999999,623.4999999999999
197,2003,Trikala,8.2,7.799999999999998,0,218.2,24.5,37.6,872.8000000000001,6.7,1175.8000000000002
198,2003,Phthiotis,144.49999999999997,833.4000000000002,1.5,150.49999999999997,125.1,907.8000000000002,439.6,25.799999999999997,2628.2000000000003
199,2003,Florina,10.2,43,0,34.9,1,3.1999999999999997,138.6,1.1,231.99999999999997
200,2003,Phocis,7.800000000000001,584.1,0,19.999999999999996,15,71.1,29.7,7.6999999999999975,735.4000000000001
201,2003,Halkidiki,147,38.1,0,1.3,0,1,17,0,204.4
202,2003,Chania,51.900000000000006,1779.3,0.2,2228.7,18.499999999999996,2250.3999999999996,3.9000000000000004,1.5,6334.4
203,2003,Chios,2.6,114.39999999999999,125,85.0,1.5,57.20000000000001,4,0.4,390.09999999999997
204,2004,Aetolia-Acarnania,259.9,591.7,0.1,183.0999999999999,178.29999999999993,289.19999999999993,51.80000000000001,165.6999999999997,1719.7999999999993
205,2004,Argolis,7.299999999999999,1347.4,0.1,23.500000000000004,153.2,654.6000000000003,144.3,46.70000000000003,2377.1000000000004
206,2004,Arcadia,110.69999999999996,2464.899999999999,0.1,110.39999999999993,53.300000000000004,1406.4999999999995,55.300000000000004,21.400000000000013,4222.5999999999985
207,2004,Arta,13.5,271.00000000000006,0,52.20000000000001,125.79999999999998,45.30000000000001,21.3,19.400000000000002,548.5
208,2004,Attica,631.1,4943.600000000002,13,1844.1999999999998,116.8,387.1000000000003,26.599999999999998,133.6,8096.000000000004
209,2004,Achaea,504.40000000000015,834.8000000000001,1.3,235.3999999999993,105.49999999999997,479.00000000000017,186.79999999999993,66.3000000000001,2413.4999999999995
210,2004,Boeotia,46.300000000000004,612.6,0.1,28.2,53.6,345.8,81.19999999999999,23.599999999999998,1191.4
211,2004,Grevena,80.30000000000001,69.1,0,14.199999999999998,30,114.3,744.8,92.7,1145.3999999999999
212,2004,Drama,503.2,547.1,0.6,264.4000000000001,7.799999999999999,26.299999999999997,212.59999999999997,3.4,1565.3999999999999
213,2004,Dodecanese,3133.2,2315.3,0.6,4447.3,23.3,607.6,21.5,1.7,10550.500000000002
214,2004,Evros,13.5,190.9,0,444.0000000000001,27.6,268.2,1841.9999999999998,48.300000000000004,2834.5
215,2004,Euboea,3281.5999999999995,1383.3999999999994,6.3,1044.5,10.5,993.3,77.1,13.3,6810.0
216,2004,Eurytania,65.3,0,0,26,0,3,0,0.2,94.5
217,2004,Zakynthos,36.2,1397.6000000000001,0,6.899999999999999,24.4,160.60000000000002,1.6,2.4000000000000004,1629.7000000000003
218,2004,Elis,196.8,1589.2,1.7000000000000002,42.30000000000003,320.80000000000007,445.8,210.6,15.699999999999996,2822.9
219,2004,Imathia,0,10.1,0.1,79.0,33.199999999999996,39.0,51.400000000000006,9.5,222.3
220,2004,Heraklion,0,131.2,0.3,531.3000000000001,31.000000000000004,235.39999999999992,28.400000000000002,24.10000000000002,981.7
221,2004,Thesprotia,0,117.39999999999996,0,630.1,7.0,51.3,0,1.5000000000000002,807.3
222,2004,Thessaloniki,6.1,103.0,0.1,287.99999999999994,66.39999999999999,79.0,1078.2,122.69999999999997,1743.5
223,2004,Ioannina,60.10000000000001,453.30000000000007,0,205.19999999999993,1,46.800000000000004,28.500000000000004,15.899999999999997,810.8
224,2004,Kavala,0.30000000000000004,135.7,1.6,136.6,38.1,83.89999999999999,159.10000000000002,44.2,599.5
225,2004,Karditsa,5.7,79,0,1543.7999999999993,364.7,357.0,1344.3999999999999,18.0,3712.5999999999995
226,2004,Kastoria,5,681.9,0,677.7000000000002,0,9.0,207.5,1.0,1582.1000000000001
227,2004,Corfu,0,240.39999999999998,1,38.00000000000001,11.799999999999999,41.00000000000002,1.5000000000000002,0.1,333.8
228,2004,Cephalonia,12,1491.6,0.1,345.5999999999999,1.4000000000000004,732.7000000000002,21.100000000000005,1.4000000000000004,2605.9
